Location_Name,Located_City,Location,Location_Type,Avg_Rating,AI_Context
Ambewela Farms,Nuwara Eliya,"Nuwara Eliya, Central Province",Farms,3.8970588235294117,"Ambewela Farms is a Farms located in Nuwara Eliya. Address: Nuwara Eliya, Central Province. It has an average rating of 3.9/5. Recent travelers said: On the way to Hortons plain this is beautiful farm for relaxation located between hills. Nice spot to relax and enjoy fresh milk | We visited this place on our way from Hortons' Plains to Nuwara Eliya.  What i liked most
1. Beautifully views of mountains covered with grass 
2. Small cafe which sells fresh milk, yogurt, etc at a very decent price | I was disappointed to see cows and goats kept in pens all their milking life to preserve energy and increase productivity. Caged animals are thing of the past and noting to be proud of.."
Bluefield Tea Gardens,Nuwara Eliya,"Nuwara Eliya, Central Province",Farms,4.222929936305732,"Bluefield Tea Gardens is a Farms located in Nuwara Eliya. Address: Nuwara Eliya, Central Province. It has an average rating of 4.2/5. Recent travelers said: We visited Blue Field as part of our tour. This is one of the smaller factories in the area and offered a far more personalised experience as a result. 

Our host was only on her 2nd day of working there but was extremely knowledgeable and invited us to pluck some tea leaves, before a tour of the factory, and a tea tasting (R.s. 1,300). 

We thoroughly  enjoyed our visit and would highly recommend this estate. | Great tour guide and tea tasting at a factory with a lot of history. Try the Blue Moon tea, I brought so much home with me! | Nice demonstration of processing of tea & welcome tea afterwards. First time came to know about the varieties of Ceylon tea.."
Dambatenne Tea Factory,Haputale,"Haputale, Uva Province",Farms,3.36046511627907,"Dambatenne Tea Factory is a Farms located in Haputale. Address: Haputale, Uva Province. It has an average rating of 3.4/5. Recent travelers said: You visit this place not to see but to smell. Smelling the interior is an epic experience which makes you realise how much the manufacturing process can change the taste and flavour of the raw tea leafs. Yes, a little too expensive as benchmarked agains other attractions on the island. The guide was harsh but okay - you need to remember that tourists are differend and his job is priceless. | The place has a history and the building is nice. But it is the last nice thing. Ticket is expensive and the guide WAS MOST UNFRIENDLY PERSON within 3 weeks in Sri Lanka. He do not explain you anything, just read the paper which he gave you, bullying you with instructions (Âcome!Â, Âstay here!Â). No tasting tea. Guide did not even say goodbye to us. Do not go there and save money for friendly people in Sri Lanka. | This place was weird yet fun. We got a taxi from ella for $40USD (there and back) to go out to see this factory and liptonÂs seat. When we arrived, we had to wait a bit for the last tour to be done and then we were given a 20-30 min tour.  ÂJosephÂ aka tour guide that barks orders at you, was actually very enjoyable if you donÂt take him too seriously. We asked lots of questions and sometimes he answered them and sometimes he didnÂt lol. It wasnÂt the most expansive tour iÂve ever been on but it was food learning. After, the views up to liptonÂs seat were amazing however the ride is rough (road is terrible).."
Damro Labookellie Tea Centre And Tea Garden,Nuwara Eliya,"Nuwara Eliya, Central Province",Farms,4.044444444444444,"Damro Labookellie Tea Centre And Tea Garden is a Farms located in Nuwara Eliya. Address: Nuwara Eliya, Central Province. It has an average rating of 4.0/5. Recent travelers said: Lovely excursion but bought 100gms of tea for Â£35. The price was in Sri Lanka Tupperware so was confused but think the cost of the tea was excessive | Lovely stop off to Nuwara Eliya with excellent tea service and the opportunity to buy tea gifts. Well worth visiting | Found this was more enjoyable than I thought. The factory tour was really interesting to see the processes. Our guide was so lovely and very informative. WeÂre from England so love tea and this was the best we ever tasted!
We know now all the stuff at home is blended but the single origin premium quality they produce is so good. 
Definitely recommend this place and the tea they sell there is reasonably priced so we bought some to bring home."
Glenloch Tea Factory,Katukitula,"Katukitula, Kandy District, Central Province",Farms,3.8245033112582782,"Glenloch Tea Factory is a Farms located in Katukitula. Address: Katukitula, Kandy District, Central Province. It has an average rating of 3.8/5. Recent travelers said: Lovely spot, but it might depend which guide you get at this place. Mine was smiley and pleasant but rushed me through the tea factory, hardly explained anything, had no opportunity to pick tea, and was overly eager to ""help"" me purchase tea in the shop. I had to speak quite firmly to her to get her to back off. Also, why doesn't anyone mention the tea pickers themselves? They are the backbone of the industry, as I understand it. Generally low income Tamil women. The guide acted as though they didn't exist and failed to point out the tip box in the factory for the pickers. But she was certainly angling for her own tip. I'd try another place next time.  | We had an amazing stay in GLENLOCH we book online and they provided a very nice accommodation, very clean and the staff was super kind. The tea experience and factory was a pleasant experience thanks to Shiva that explained us every single step. We bought some tea directly from their shop and I can not wait to taste it. We will be back for sure.
Thank you guys for this experience IÂll hope to be back soon. | This plantation and factory is worth visiting. It is not overly commercial and still has much of the original machinery.  As an avid tea drinker I learnt a lot, especially about tea dust. 

The ladies who looked after us were warm, friendly and a little wicked, in a nice way. 

A tip: there is no picking on Sunday thus the machinery does not operate on Monday. That is when the factory is cleaned.."
Halpewatte Tea Factory Tour,Ella,"Ella, Uva Province",Farms,4.446969696969697,"Halpewatte Tea Factory Tour is a Farms located in Ella. Address: Ella, Uva Province. It has an average rating of 4.4/5. Recent travelers said: Our friendly and knowledgeable guide Rajha gave a great tour of the factory, explaining very well the tea process and giving us a good insight into the types and flavour profiles of the various tea grades. | Excellent tour to tea factory guided by Siva! We learned alot how tea gets to our cups from the beautiful hills of caylon! Siva was the best guide one could want | It was interesting tour made by Sallay for us as we are into teas. Very nice little shop where you can purchase amazing teas for reasonable prices. Spent there about 60$ and still think I could purchase more teas for my friends :))) only after this tour I realized how hard it is to pick the tea... i wish it wouldnÂt be cleaning day only, otherwise it is nice place to visit. ."
Handunugoda Tea Estate,Ahangama,"Ahangama, Galle District, Southern Province",Farms,4.6381578947368425,"Handunugoda Tea Estate is a Farms located in Ahangama. Address: Ahangama, Galle District, Southern Province. It has an average rating of 4.6/5. Recent travelers said: Nice experience but it will not be the same with the best guide ever! Istouti so much Sellamuthu !!! | Really interesting to learn a little about the history and techniques used within the tea plantation. Even 40 different teas to try - the Masala Chai flavoured tea was my favourite! | Well I cant believe all the good reviews of this place, I will tell you how it was for us. We arrived around 8.20 am no one was around. Our driver went off to find someone we were then told quite curtly by an older gentleman guide that we were too early and would have to wait ( your website clearly says tours start at 8am) We were asked to sit in the shop on damp cushions and given a tatty dog eared sheet explaining all the teas they manufacture. About 15 mins later we summoned by the guide just the two of us as no one else had arrived who fleetingly told us about the virgin tea, peppercorns and cinnamon. He told us that 100 people worked on the estate. He then walked us up to the bungalow at record speed passing just 2 x pickers. I had to be quick to take photos as he was desperate to keep going. Tea and cake was served at the bungalow...might be a heathen but tea was awful prefer my Yorkshire blend. We were taken to the so called factory, not one machine was in operation or staff working when do they manufacture all this tea? my doubts are not here looking  at the ancient machinery. We also entered there with no hair nets strategically  placed were pots of tea leaves of which he put some into my sweaty hand for me to pour it back...yuck !!!We were then had to trudge back down to the shop to sample all the teas. Cant say I was enthralled with any of them bar one. We decided to buy one box you could tell the guide was upset that's all we were spending so tried to get us to buy cinnamon sticks, we have our own catering business back home and have buckets of cinnamon. Disappointed with what we were going to buy he walked off..no goodbyes etc etc  Came away with little knowledge  the place is run down, glad we only stopped here enroute to National park would have been miffed if we had paid a taxi or tour guide to take us here. Whilst this is free run by volunteers this place is just a ploy to sell tea.."
Pedro Tea Factory,Nuwara Eliya,"Nuwara Eliya, Central Province",Farms,3.7913907284768213,"Pedro Tea Factory is a Farms located in Nuwara Eliya. Address: Nuwara Eliya, Central Province. It has an average rating of 3.8/5. Recent travelers said: This tour is quite dull. 
It only took about 10 minutes, and no photos are allowed. If it was a free tour, it would be fine, but I'm not sure it's worth paying for.
We saw the tea factory at the Heritance Tea Factory hotel- it was free, and much better. | Nice tea estate and one of the oldest. Tour of the factory is not free. There are other 2 tea factories in Nuwara Eliya , which I believe are better in terms of service.
Staff seemed to be least interested in selling the products, which is unusual for Sri Lanka. | We intended to go on a factory tour, but they told us the factory wasnÂt running at the moment. We decided to do a tea tasting instead. 6 cups of tea were put in front of us without any explanation.. I then asked someone for an explanation, she just told me which cup was which tea, no further explanation.."
Brief Garden - Bevis Bawa,Beruwala,"Beruwala, Western Province",Gardens,4.284246575342466,"Brief Garden - Bevis Bawa is a Gardens located in Beruwala. Address: Beruwala, Western Province. It has an average rating of 4.3/5. Recent travelers said: Totally enchanting location beautiful landscape and stunning variety of flowers trees and shrubs a must for garden lovers. I feel the cost of ticket justified would highly recommend. So much better than sitting on the beach ... | At 2000 rupees at the time of writing, its too expensive for what it offers. An aimless walk in a garden and a house. ItÂs quite difficult to get to as well. Rather spend the couple of hours at the lovely Bentota beach.  | Its a lovely quiet spot away from roads and houses. We walked around the garden first exploring the different areas and interesting statues etc - best for me was the courtyard with amazing bat lilies I've never seen before.

Each group has a personal tour of the house - luckily the tour ahead of us had started by the time we got there, so we able to relax and wait on the terrace. The house itself is interesting with pictures and photos, apparently now owned by old staff of Mr Bawa. 

As others have said it is quite expensive, and is cash only. There is nothing else around the area for drinks or snack so be prepared. Overall I preferred Lunuganga which isn't too far away but I guess that's a personal preference.."
Hakgala Botanic Gardens,Nuwara Eliya,"Nuwara Eliya, Central Province",Gardens,3.975806451612903,"Hakgala Botanic Gardens is a Gardens located in Nuwara Eliya. Address: Nuwara Eliya, Central Province. It has an average rating of 4.0/5. Recent travelers said: We went in to kill time prior to going on the train and we were delighted that we did! Relatively small but very nicely laid out with classic English flowers that were in full bloom - sweet peas, sweet william, busy lizzies, holly hocks, dahlias etc it was a true delight and very relaxing | Enjoy a pleasant place, beauty, brilliance and intelligent nature.  I loved it and sat there for a long time and breathed a lot of fresh air.. | This is a much smaller garden with the same 2000LKR per foreign adult entry ticket. Paredenia Botanical Garden ,Kandy is 100 times better and worth the entry ticket."
New Ranweli Spice Garden,Kandy,"Kandy, Kandy District, Central Province",Gardens,3.693396226415094,"New Ranweli Spice Garden is a Gardens located in Kandy. Address: Kandy, Kandy District, Central Province. It has an average rating of 3.7/5. Recent travelers said: My wife and myself are currently holidaying in Sri Lanka and whilst travelling from Sigiriya to Kandy earlier today we stopped at Ranweli Spice Garden.

This proved a most enjoyable experience as our visit started off with a guided tour around the extensive spice garden. We were then given a thorough explanation of all the various products followed by a choice of short massages (I went for the neck & shoulders option which was professionally delivered).

This was followed by a visit the Product outlet where - without any undue pressure - my wife made a few purchases.

All in all, this was a most enjoyable experience and - although there is no shortage of choice - I would have no problem in recommending Ranweli Spice Garden to others. | We stopped here for lunch and had a lovely curry buffet. Opportunity to tour the spice garden and make purchases at the shop. | We wanted to visit one of the spice gardens while we were in Sri Lanka and during our day in Kandy we decided to give this one a try. Boy were we lucky. We had a wonderful experience. Our guide Asanka showed us around even though it was pouring rain. We ended up under the roof where we chated old friends, while enjoying some black-cinnamon-vanilla tea. Asankas humor might not be for the ones that are quickly offended, but we had a blast listening to his stories. In the end we were shocked to hear that the whole tour was free of charge!  
Also the shop in the end is definitely worth a visit! They sell high quality products which would be way more expensive in Europe and of poorer quality. We bought some ceylon cinnamon sticks, nutmeg, curry powder and vanilla extract. CanÂt wait to start cooking with this at home. 

Thanks for bringing sunshine into our rainy day in Kandy! ."
Royal Botanical Gardens,Peradeniya,"Peradeniya, Kandy District, Central Province",Gardens,4.572700296735905,"Royal Botanical Gardens is a Gardens located in Peradeniya. Address: Peradeniya, Kandy District, Central Province. It has an average rating of 4.6/5. Recent travelers said: I recently visited the Royal Botanical Gardens. What a great experience w. The gardens are extensive and was so relaxing to walk around.  | Really beautiful gardens and reasonable entry fee. Easy to spend a couple of hours wandering around the beautiful place and plenty of shady benches to relax. Down the top end there are trees full of huge bags too which was amazing to see. | We hired a tuk-tuk to take us on the three-temple-loop and then to the Botanical Gardens:  It took much longer than we expected to drive out to the temples however 2 of the 3 were quite worthwhile: Ancient and interesting.  The Botanical Gardens however was a disappointment:  It is a large, well-tended park.  A nice park, but just a park that has some name signs on trees and shrubs.."
